Email Address,URL,Event Type,Engagement Time (sec),Traffic Medium,Traffic Source,Date
meganvaldez@evanshowellandyoung.com,https://assetmanagement.com/video/investment-strategies,Video View,133,Email,Event Invitation,08-07-2024
bowerskimberly@harrellwongandwilliams.com,https://assetmanagement.com/insights,Page View,94,Email,Investment Update,27-09-2024
ramirezheather@wilsonplc.com,https://assetmanagement.com/products/etf,Product View,216,Email,Investment Update,28-10-2024
amy39@powellparkerandchavez.com,https://assetmanagement.com/insights/quarterly-report,Page View,39,Organic,Newsletter,07-09-2024
goconnor@long-johnson.com,https://assetmanagement.com/products/fixed-income,Product View,129,Email,Investment Update,18-06-2024
kbarker@johnsonkrauseandelliott.com,https://assetmanagement.com/video/market-trends,Video View,119,Email,Investment Update,16-09-2024
jordan57@robinsonandsons.com,https://assetmanagement.com/contact-us,Form Submission,117,Email,Event Invitation,15-12-2024
qwilliams@price-martinez.com,https://assetmanagement.com/about-us,Page View,48,Email,Investment Update,04-06-2024
staciemartinez@richardsplc.com,https://assetmanagement.com/products/real-estate,Product View,271,Email,Investment Update,05-07-2024
mary27@carneyspencerandsantos.com,https://assetmanagement.com/insights/quarterly-report,Page View,171,Email,Investment Update,30-10-2024
bradcurtis@long-molina.com,https://assetmanagement.com/video/investment-strategies,Video View,170,Referral,LinkedIn,08-07-2024
gilesnicole@gonzalezltd.com,https://assetmanagement.com/insights,Page View,285,Paid,LinkedIn,05-11-2024
paula73@dudleyvaldezandwarren.com,https://assetmanagement.com/products/etf,Product View,169,Email,Event Invitation,15-07-2024
hobrien@jenkinsrobinsonandduran.com,https://assetmanagement.com/products/esg,Product View,32,Organic,LinkedIn,29-12-2024
jonathan23@chunggroup.com,https://assetmanagement.com/products/fixed-income,Product View,235,Organic,LinkedIn,24-08-2024
walter26@farrellericksonandfrost.com,https://assetmanagement.com/video/market-trends,Video View,140,Paid,Google,25-08-2024
banderson@jordanltd.com,https://assetmanagement.com/contact-us,Form Submission,291,Direct,LinkedIn,05-06-2024
nataliecarter@strongltd.com,https://assetmanagement.com/about-us,Page View,38,Direct,Newsletter,01-08-2024
tamarahernandez@mitchellandsons.com,https://assetmanagement.com/products/fixed-income,Page View,152.3,Organic,Facebook,02-09-2024
fbrown@keith-sims.com,https://assetmanagement.com/insights/quarterly-report,Page View,149,Direct,LinkedIn,24-07-2024
bsimpson@woodsjacobsandbeard.com,https://assetmanagement.com/video/investment-strategies,Video View,171,Paid,LinkedIn,01-08-2024
danielpruitt@danielsltd.com,https://assetmanagement.com/insights,Page View,85,Paid,Google,25-12-2024
linelizabeth@richardsbrooksandmarshall.com,https://assetmanagement.com/products/etf,Product View,170,Email,Investment Update,10-06-2024
christina76@taylorcookandwilliams.com,https://assetmanagement.com/products/esg,Product View,176,Paid,Google,12-07-2024
vgordon@bennett-sullivan.com,https://assetmanagement.com/products/fixed-income,Product View,207,Organic,Google,11-06-2024
kaitlynblankenship@blackwellsandwalker.com,https://assetmanagement.com/video/market-trends,Video View,69,Email,Investment Update,04-06-2024
vasquezerica@stronggonzalezandmorales.com,https://assetmanagement.com/contact-us,Form Submission,284,Direct,Newsletter,02-09-2024
roydebra@lloydmarshallandadams.com,https://assetmanagement.com/about-us,Page View,66,Email,Investment Update,10-10-2024
laura68@allencummingsandmercer.com,https://assetmanagement.com/products/real-estate,Product View,121,Referral,Newsletter,14-07-2024
moorekevin@walsh-pruitt.com,https://assetmanagement.com/insights/quarterly-report,Page View,136,Referral,Newsletter,05-08-2024
robert77@williams-cummings.com,https://assetmanagement.com/video/investment-strategies,Video View,106,Paid,Google,29-10-2024
gary92@camachoinc.com,https://assetmanagement.com/insights,Page View,219,Organic,LinkedIn,08-07-2024
kimberly72@scottgrimesandsoto.com,https://assetmanagement.com/products/etf,Product View,219,Direct,LinkedIn,09-11-2024
xrodriguez@millerwatsonandberg.com,https://assetmanagement.com/products/esg,Product View,31,Email,Investment Update,06-12-2024
brandontran@parsonscarlsonandyork.com,https://assetmanagement.com/products/fixed-income,Product View,247,Email,Event Invitation,17-07-2024
velezedward@dean-mcmillan.com,https://assetmanagement.com/video/market-trends,Video View,165,Paid,Google,08-07-2024
pcoleman@hess-marsh.com,https://assetmanagement.com/contact-us,Form Submission,99,Email,Event Invitation,01-07-2024
hobrien@jenkinsrobinsonandduran.com,https://assetmanagement.com/about-us,Page View,206,Organic,LinkedIn,17-09-2024
fvega@williams-fleming.com,https://assetmanagement.com/products/real-estate,Product View,92,Paid,Google,04-09-2024
penningtontristan@nguyenclarkandwilliams.com,https://assetmanagement.com/insights/quarterly-report,Page View,176,Paid,Newsletter,12-09-2024
ksummers@larsonltd.com,https://assetmanagement.com/video/investment-strategies,Video View,252,Email,Investment Update,22-09-2024
kyoung@nunez-nguyen.com,https://assetmanagement.com/insights,Page View,163,Referral,LinkedIn,16-08-2024
lauren40@jameslynnandoneill.com,https://assetmanagement.com/products/etf,Product View,62,Organic,Google,22-09-2024
kimberly72@scottgrimesandsoto.com,https://assetmanagement.com/products/esg,Product View,299,Email,Investment Update,24-09-2024
danielpruitt@danielsltd.com,https://assetmanagement.com/products/fixed-income,Product View,182,Organic,Newsletter,15-09-2024
reginaschmidt@hawkinsplc.com,https://assetmanagement.com/video/market-trends,Video View,125,Direct,Newsletter,21-07-2024
nrose@gordonwintersandgomez.com,https://assetmanagement.com/contact-us,Form Submission,189,Email,Event Invitation,06-01-2025
brianschultz@vaughninc.com,https://assetmanagement.com/about-us,Page View,253,Paid,Newsletter,07-12-2024
wdelacruz@hillandsons.com,https://assetmanagement.com/products/real-estate,Product View,205,Organic,Google,02-08-2024
robert84@martinez-harris.com,https://assetmanagement.com/insights/quarterly-report,Page View,295,Email,Event Invitation,04-10-2024
hector56@halelopezandcarter.com,https://assetmanagement.com/video/investment-strategies,Video View,68,Organic,Google,14-09-2024
amanda01@williams-austin.com,https://assetmanagement.com/insights,Page View,203,Direct,Newsletter,22-07-2024
james61@carsonpeckandaguirre.com,https://assetmanagement.com/products/etf,Product View,100,Email,Investment Update,09-09-2024
julie27@taylor-erickson.com,https://assetmanagement.com/products/esg,Product View,290,Email,Event Invitation,09-07-2024
ruizrichard@collinsllc.com,https://assetmanagement.com/products/fixed-income,Product View,107,Direct,Google,08-11-2024
marc69@dickerson-krueger.com,https://assetmanagement.com/video/market-trends,Video View,138,Email,Event Invitation,22-11-2024
rogersjennifer@bakerplc.com,https://assetmanagement.com/contact-us,Form Submission,147,Email,Investment Update,24-08-2024
brittneywashington@osborne-howard.com,https://assetmanagement.com/about-us,Page View,165,Email,Event Invitation,13-06-2024
patricia25@gordonwebbandrichardson.com,https://assetmanagement.com/products/real-estate,Product View,214,Referral,Google,25-06-2024
tamarahernandez@mitchellandsons.com,https://assetmanagement.com/contact-us,Form Submission,63,Organic,Google,29-08-2024
michaelbenjamin@young-evans.com,https://assetmanagement.com/video/investment-strategies,Video View,180,Paid,Newsletter,03-12-2024
nhartman@garrett-campbell.com,https://assetmanagement.com/insights,Page View,118,Email,Event Invitation,23-12-2024
brianschultz@vaughninc.com,https://assetmanagement.com/products/etf,Product View,159,Organic,LinkedIn,17-11-2024
josephdavila@jackson-pope.com,https://assetmanagement.com/products/esg,Product View,224,Email,Event Invitation,03-10-2024
jennifer85@jonesgroup.com,https://assetmanagement.com/products/fixed-income,Product View,198,Direct,Google,11-07-2024
linelizabeth@richardsbrooksandmarshall.com,https://assetmanagement.com/video/market-trends,Video View,215,Paid,Newsletter,29-06-2024
nguyenjames@gould-brown.com,https://assetmanagement.com/contact-us,Form Submission,125,Email,Event Invitation,22-11-2024
theresawang@browngroup.com,https://assetmanagement.com/about-us,Page View,169,Referral,Newsletter,06-09-2024
iross@schneiderinc.com,https://assetmanagement.com/products/real-estate,Product View,32,Email,Event Invitation,17-08-2024
robert84@martinez-harris.com,https://assetmanagement.com/insights/quarterly-report,Page View,131,Paid,Google,15-06-2024
geoffrey61@adamshoffmanandsims.com,https://assetmanagement.com/video/investment-strategies,Video View,258,Referral,LinkedIn,14-11-2024
adamsmarie@hopkinsporterandjimenez.com,https://assetmanagement.com/insights,Page View,280,Email,Investment Update,21-06-2024
jody98@webbpowellandtucker.com,https://assetmanagement.com/products/etf,Product View,225,Email,Event Invitation,03-09-2024
kthomas@johnsonhernandezandrowe.com,https://assetmanagement.com/products/esg,Product View,293,Referral,Google,15-10-2024
janet96@gibbsltd.com,https://assetmanagement.com/products/fixed-income,Product View,181,Organic,Google,30-06-2024
ksummers@larsonltd.com,https://assetmanagement.com/video/market-trends,Video View,172,Paid,Newsletter,06-08-2024
rbrown@saunderskellyandweber.com,https://assetmanagement.com/contact-us,Form Submission,192,Referral,LinkedIn,13-08-2024
kayla73@mooreandsons.com,https://assetmanagement.com/about-us,Page View,108,Email,Investment Update,01-09-2024
kayla73@mooreandsons.com,https://assetmanagement.com/products/real-estate,Product View,92,Referral,LinkedIn,15-07-2024
billy40@wright-parker.com,https://assetmanagement.com/insights/quarterly-report,Page View,226,Email,Investment Update,03-11-2024
leonardpotter@henderson-rodriguez.com,https://assetmanagement.com/video/investment-strategies,Video View,288,Direct,Newsletter,21-11-2024
michaelbriggs@rogersgroup.com,https://assetmanagement.com/insights,Page View,256,Email,Event Invitation,12-11-2024
elizabethshaffer@warrengroup.com,https://assetmanagement.com/products/etf,Product View,90,Paid,Google,06-11-2024
robert77@williams-cummings.com,https://assetmanagement.com/products/esg,Product View,96,Email,Event Invitation,09-08-2024
jeffersoncathy@kimsparksandmontgomery.com,https://assetmanagement.com/products/fixed-income,Product View,289,Paid,LinkedIn,11-12-2024
tamarahernandez@mitchellandsons.com,https://assetmanagement.com/products/real-estate,Product View,128,Email,Event Invitation,29-08-2024
emorris@moorejamesandgreen.com,https://assetmanagement.com/contact-us,Form Submission,222,Email,Investment Update,16-09-2024
feliciakennedy@simon-morales.com,https://assetmanagement.com/about-us,Page View,179,Direct,Google,16-07-2024
kenneth60@clark-cox.com,https://assetmanagement.com/products/real-estate,Product View,279,Organic,LinkedIn,14-06-2024
sfletcher@evans-mullins.com,https://assetmanagement.com/insights/quarterly-report,Page View,31,Email,Investment Update,20-11-2024
josephleach@ryan-rivera.com,https://assetmanagement.com/insights,Page View,111,Paid,Newsletter,28-08-2024
eanderson@harringtonbanksandhill.com,https://assetmanagement.com/insights,Page View,143,Paid,LinkedIn,04-01-2025
geoffrey61@adamshoffmanandsims.com,https://assetmanagement.com/products/etf,Product View,297,Email,Event Invitation,15-10-2024
sfletcher@evans-mullins.com,https://assetmanagement.com/products/esg,Product View,276,Referral,LinkedIn,07-11-2024
nicholsonapril@nashplc.com,https://assetmanagement.com/products/fixed-income,Product View,46,Direct,Newsletter,13-10-2024
fbrown@keith-sims.com,https://assetmanagement.com/video/market-trends,Video View,290,Referral,LinkedIn,19-09-2024
kristen09@graygroup.com,https://assetmanagement.com/contact-us,Form Submission,86,Referral,LinkedIn,17-07-2024
amanda01@williams-austin.com,https://assetmanagement.com/about-us,Page View,134,Direct,Google,05-06-2024
kennedypaula@burgessandsons.com,https://assetmanagement.com/products/real-estate,Product View,243,Email,Event Invitation,31-12-2024
joshuapark@murray-kirk.com,https://assetmanagement.com/insights/quarterly-report,Page View,99,Organic,LinkedIn,26-08-2024
sandy78@millerdiazandcontreras.com,https://assetmanagement.com/video/investment-strategies,Video View,291,Email,Investment Update,02-12-2024
michaelromero@morris-ryan.com,https://assetmanagement.com/insights,Page View,112,Email,Investment Update,23-06-2024
hobrien@jenkinsrobinsonandduran.com,https://assetmanagement.com/products/etf,Product View,173,Email,Event Invitation,16-07-2024
davischristine@garciapaceandyoung.com,https://assetmanagement.com/products/esg,Product View,73,Referral,Newsletter,15-11-2024
caseydavid@martinllc.com,https://assetmanagement.com/products/fixed-income,Product View,236,Referral,Google,25-08-2024
christopher73@lyonsgroup.com,https://assetmanagement.com/video/market-trends,Video View,300,Referral,LinkedIn,17-12-2024
jessicaelliott@fitzpatrick-smith.com,https://assetmanagement.com/contact-us,Form Submission,203,Direct,Google,04-01-2025
wilkersongregory@smithsmithandgriffin.com,https://assetmanagement.com/about-us,Page View,250,Email,Investment Update,22-09-2024
reedjoseph@peckplc.com,https://assetmanagement.com/products/real-estate,Product View,139,Referral,Newsletter,02-08-2024
colemanivan@cookhowardandrandall.com,https://assetmanagement.com/about-us,Page View,34,Email,Investment Update,27-08-2024
mcdonaldashley@rayltd.com,https://assetmanagement.com/video/investment-strategies,Video View,190,Email,Event Invitation,04-06-2024
morrispamela@lee-anderson.com,https://assetmanagement.com/insights,Page View,230,Email,Investment Update,24-11-2024
nrose@gordonwintersandgomez.com,https://assetmanagement.com/products/etf,Product View,105,Direct,Google,14-09-2024
hubbardtyler@caldwell-salinas.com,https://assetmanagement.com/products/real-estate,Product View,127,Referral,Google,26-08-2024
vmartinez@boydllc.com,https://assetmanagement.com/products/fixed-income,Product View,49,Organic,Google,15-12-2024
velezedward@dean-mcmillan.com,https://assetmanagement.com/video/market-trends,Video View,39,Organic,LinkedIn,06-11-2024
kristen09@graygroup.com,https://assetmanagement.com/contact-us,Form Submission,287,Email,Investment Update,10-06-2024
tina09@woodandsons.com,https://assetmanagement.com/about-us,Page View,282,Paid,LinkedIn,02-08-2024
ryan57@patelinc.com,https://assetmanagement.com/products/real-estate,Product View,209,Referral,LinkedIn,07-08-2024
billy40@wright-parker.com,https://assetmanagement.com/insights/quarterly-report,Page View,138,Email,Investment Update,22-08-2024
michaelbriggs@rogersgroup.com,https://assetmanagement.com/video/investment-strategies,Video View,296,Email,Event Invitation,20-06-2024
